,caseId,docketId,caseIssuesId,voteId,dateDecision,decisionType,usCite,sctCite,ledCite,lexisCite,term,naturalCourt,chief,docket,caseName,dateArgument,dateRearg,petitioner,petitionerState,respondent,respondentState,jurisdiction,adminAction,adminActionState,threeJudgeFdc,caseOrigin,caseOriginState,caseSource,caseSourceState,lcDisagreement,certReason,lcDisposition,lcDispositionDirection,declarationUncon,caseDisposition,caseDispositionUnusual,partyWinning,precedentAlteration,voteUnclear,issue,issueArea,decisionDirection,decisionDirectionDissent,authorityDecision1,authorityDecision2,lawType,lawSupp,lawMinor,majOpinWriter,majOpinAssigner,splitVote,majVotes,minVotes
7321,1998-049,1998-049-01,1998-049-01-01,1998-049-01-01-01,5/3/1999,1,526 U.S. 415,119 S. Ct. 1439,143 L. Ed. 2d 590,1999 U.S. LEXIS 3005,1998,1607,Rehnquist,97-1754,IMMIGRATION AND NATURALIZATION SERVICE v. JUAN ANIBAL AGUIRRE-AGUIRRE,3/3/1999,,368,,106,,1,7,,0,29,,29,,1,11,11,2,1,4,0,1,0,0,20110,2,1,0,4,,3,344,,106,102,1,9,0
7322,1998-050,1998-050-01,1998-050-01-01,1998-050-01-01-01,5/3/1999,1,526 U.S. 434,119 S. Ct. 1411,143 L. Ed. 2d 607,1999 U.S. LEXIS 3003,1998,1607,Rehnquist,97-1418,BANK OF AMERICA NATIONAL TRUST AND SAVINGS ASSOCIATION v. 203 NORTH LASALLE STREET PARTNERSHIP,11/2/1998,,135,,114,,1,,,0,66,,27,,1,2,2,2,1,4,0,1,0,0,80030,8,1,0,4,,3,307,,107,102,1,8,1
7323,1998-051,1998-051-01,1998-051-01-01,1998-051-01-01-01,5/3/1999,1,526 U.S. 473,119 S. Ct. 1430,143 L. Ed. 2d 635,1999 U.S. LEXIS 3004,1998,1607,Rehnquist,98-6,"EL PASO NATURAL GAS COMPANY, et al. v. LAURA NEZTSOSIE et al.",3/2/1999,,187,,170,,1,,,0,45,,29,,1,12,6,2,1,5,0,1,0,0,20150,2,1,0,4,,6,600,42 U.S.C. § 2210,107,102,1,9,0
7324,1998-052,1998-052-01,1998-052-01-01,1998-052-01-01-01,5/17/1999,1,526 U.S. 489,119 S. Ct. 1518,143 L. Ed. 2d 689,1999 U.S. LEXIS 3174,1998,1607,Rehnquist,98-97,"RITA L. SAENZ, DIRECTOR, CALIFORNIA DEPARTMENT OF SOCIAL SERVICES, et al. v. BRENDA ROE AND ANNA DOE ETC.",1/13/1999,,7,6,193,,1,,,0,49,,29,,0,10,2,2,3,2,0,0,0,0,20220,2,2,0,2,,2,227,,103,103,1,7,2
7325,1998-053,1998-053-01,1998-053-01-01,1998-053-01-01-01,5/17/1999,1,526 U.S. 529,119 S. Ct. 1538,143 L. Ed. 2d 720,1999 U.S. LEXIS 3173,1998,1607,Rehnquist,98-347,"WILLIAM J. CLINTON, PRESIDENT OF THE UNITED STATES, et al. v. JAMES T. GOLDSMITH",3/22/1999,,19,60,186,,1,,,0,5,,4,,1,12,1,2,1,3,0,1,0,0,90330,9,1,0,4,,6,600,28 U.S.C. § 1651,107,102,1,9,0
7327,1998-055,1998-055-01,1998-055-01-01,1998-055-01-01-01,5/17/1999,1,526 U.S. 559,119 S. Ct. 1555,143 L. Ed. 2d 748,1999 U.S. LEXIS 3172,1998,1607,Rehnquist,98-223,FLORIDA v. TYVESSEL TYVORUS WHITE,3/23/1999,,28,12,100,,1,,,0,302,12,300,12,1,5,11,2,1,4,0,1,0,0,10060,1,1,0,2,,2,205,,108,102,1,7,2
7329,1998-057,1998-057-01,1998-057-01-01,1998-057-01-01-01,5/17/1999,4,526 U.S. 589,119 S. Ct. 1743,143 L. Ed. 2d 774,1999 U.S. LEXIS 3450,1998,1607,Rehnquist,120 ORIG,STATE OF NEW JERSEY v. STATE OF NEW YORK,,,28,37,28,35,9,,,0,,,,,0,1,,,1,,0,0,0,0,110010,11,3,0,3,,,,,,102,1,9,0
7330,1998-058,1998-058-01,1998-058-01-01,1998-058-01-01-01,5/24/1999,1,526 U.S. 603,119 S. Ct. 1692,143 L. Ed. 2d 818,1999 U.S. LEXIS 3633,1998,1607,Rehnquist,98-83,"CHARLES H. WILSON, ET UX., et al. v. HARRY LAYNE, DEPUTY UNITED STATES MARSHAL, ETC., et al.",3/24/1999,,202,,19,60,1,,,0,79,,24,,1,2,3,1,1,2,0,0,0,0,10050,1,1,0,1,,2,205,,102,102,1,8,1
7331,1998-059,1998-059-01,1998-059-01-01,1998-059-01-01-01,5/24/1999,1,526 U.S. 629,119 S. Ct. 1661,143 L. Ed. 2d 839,1999 U.S. LEXIS 3452,1998,1607,Rehnquist,97-843,"AURELIA DAVIS, AS NEXT FRIEND OF LASHONDA D. v. MONROE COUNTY BOARD OF EDUCATION et al.",1/12/1999,,239,,21,13,1,,,0,59,,31,,1,2,2,1,1,4,0,1,0,0,20130,2,2,0,4,,3,322,,104,103,1,5,4
7332,1998-060,1998-060-01,1998-060-01-01,1998-060-01-01-01,5/24/1999,1,526 U.S. 687,119 S. Ct. 1624,143 L. Ed. 2d 882,1999 U.S. LEXIS 3631,1998,1607,Rehnquist,97-1235,"CITY OF MONTEREY v. DEL MONTE DUNES AT MONTEREY, LTD., AND MONTEREY-DEL MONTE DUNES CORPORATION",10/7/1998,,3,6,195,,1,,,0,50,,29,,0,12,2,1,1,2,0,0,0,0,40070,4,1,0,2,,2,211,,106,102,1,9,0
7333,1998-061,1998-061-01,1998-061-01-01,1998-061-01-01-01,5/24/1999,1,526 U.S. 756,119 S. Ct. 1604,143 L. Ed. 2d 935,1999 U.S. LEXIS 3606,1998,1607,Rehnquist,97-1625,CALIFORNIA DENTAL ASSOCIATION v. FEDERAL TRADE COMMISSION,1/13/1999,,206,,357,,1,57,,0,29,,29,,0,2,2,2,1,5,0,1,0,0,80010,8,1,0,4,,3,337,,107,102,1,5,4
7334,1998-062,1998-062-01,1998-062-01-01,1998-062-01-01-01,5/24/1999,1,526 U.S. 795,119 S. Ct. 1597,143 L. Ed. 2d 966,1999 U.S. LEXIS 3451,1998,1607,Rehnquist,97-1008,CAROLYN C. CLEVELAND v. POLICY MANAGEMENT SYSTEMS CORPORATION et al.,2/24/1999,,140,,151,,1,,,0,120,,25,,0,2,2,1,1,5,0,1,0,0,20210,2,2,0,4,,3,300,,110,102,1,9,0
7335,1998-063,1998-063-01,1998-063-01-01,1998-063-01-01-01,5/24/1999,1,526 U.S. 808,119 S. Ct. 1706,143 L. Ed. 2d 978,1999 U.S. LEXIS 3634,1998,1607,Rehnquist,97-1927,"RODNEY C. HANLON, JOEL SCRAFFORD, KRIS A. MCLEAN, RICHARD C. BRANZELL, AND ROBERT PRIEKSAT v. PAUL W. BERGER ET UX.",3/24/1999,,195,,19,31,1,,,0,88,,29,,0,2,4,2,1,5,0,1,0,0,10050,1,1,0,2,,2,205,,102,102,1,8,1
7336,1998-064,1998-064-01,1998-064-01-01,1998-064-01-01-01,5/24/1999,2,526 U.S. 811,119 S. Ct. 1596,143 L. Ed. 2d 982,1999 U.S. LEXIS 3632,1998,1607,Rehnquist,98-8486,RICHARD M. CROSS v. PELICAN BAY STATE PRISON et al.,,,213,,28,6,1,,,0,,,,,0,,,1,1,1,0,0,0,0,20360,2,1,0,3,4,4,403,,,102,1,8,1
7338,1998-066,1998-066-01,1998-066-01-01,1998-066-01-01-01,6/7/1999,1,526 U.S. 838,119 S. Ct. 1728,144 L. Ed. 2d 1,1999 U.S. LEXIS 4003,1998,1607,Rehnquist,97-2048,WILLIAM D. O'SULLIVAN v. DARREN BOERCKEL,3/30/1999,,28,17,126,,1,,,0,65,,27,,1,2,4,2,1,3,0,1,0,0,10020,1,1,0,4,,3,341,,104,102,1,6,3
7340,1998-068,1998-068-01,1998-068-01-01,1998-068-01-01-01,6/10/1999,1,527 U.S. 1,119 S. Ct. 1827,144 L. Ed. 2d 35,1999 U.S. LEXIS 4007,1998,1607,Rehnquist,97-1985,"ELLIS E. NEDER, JR. v. UNITED STATES",2/23/1999,,139,,27,,1,,,0,57,,31,,0,2,2,1,1,7,0,0,0,0,10220,1,1,0,7,,,,,102,102,1,6,3
7341,1998-069,1998-069-01,1998-069-01-01,1998-069-01-01-01,6/10/1999,1,527 U.S. 41,119 S. Ct. 1849,144 L. Ed. 2d 67,1999 U.S. LEXIS 4005,1998,1607,Rehnquist,97-1121,CITY OF CHICAGO v. JESUS MORALES et al.,12/9/1998,,3,17,100,,1,,,0,302,17,300,17,0,12,2,2,4,2,0,0,0,0,40010,4,2,0,2,,2,230,,103,103,1,6,3
7342,1998-070,1998-070-01,1998-070-01-01,1998-070-01-01-01,6/10/1999,1,527 U.S. 116,119 S. Ct. 1887,144 L. Ed. 2d 117,1999 U.S. LEXIS 4006,1998,1607,Rehnquist,98-5881,BENJAMIN LEE LILLY v. VIRGINIA,3/29/1999,,100,,28,55,1,,,0,302,55,300,55,0,10,2,1,1,4,0,1,0,0,10270,1,2,0,2,,2,213,,103,102,1,9,0
7343,1998-071,1998-071-01,1998-071-01-01,1998-071-01-01-01,6/10/1999,1,527 U.S. 150,119 S. Ct. 1816,144 L. Ed. 2d 143,1999 U.S. LEXIS 4004,1998,1607,Rehnquist,98-377,"Q. TODD DICKINSON, ACTING COMMISSIONER OF PATENTS AND TRADEMARKS v. MARY E. ZURKO et al.",3/24/1999,,394,,172,,1,94,,0,8,,8,,0,11,3,2,1,4,0,1,0,0,90120,9,1,0,4,,3,305,,110,103,1,6,3
7344,1998-072,1998-072-01,1998-072-01-01,1998-072-01-01-01,6/14/1999,1,527 U.S. 173,119 S. Ct. 1923,144 L. Ed. 2d 161,1999 U.S. LEXIS 4010,1998,1607,Rehnquist,98-387,"GREATER NEW ORLEANS BROADCASTING ASSOCIATION, INC., ETC., et al. v. UNITED STATES et al.",4/27/1999,,191,,27,,1,,,0,75,,25,,1,2,2,1,2,3,0,1,0,0,30020,3,2,0,1,,2,200,,103,102,1,9,0
7345,1998-073,1998-073-01,1998-073-01-01,1998-073-01-01-01,6/14/1999,1,527 U.S. 198,119 S. Ct. 1915,144 L. Ed. 2d 184,1999 U.S. LEXIS 4009,1998,1607,Rehnquist,98-727,"TERESA L. CUNNINGHAM v. HAMILTON COUNTY, OHIO",4/19/1999,,111,,5,41,1,,,0,104,,26,,1,2,9,1,1,2,0,0,0,0,90380,9,1,0,4,,4,400,,108,102,1,9,0
7346,1998-074,1998-074-01,1998-074-01-01,1998-074-01-01-01,6/14/1999,1,527 U.S. 212,119 S. Ct. 1906,144 L. Ed. 2d 196,1999 U.S. LEXIS 4008,1998,1607,Rehnquist,98-238,"TOGO D. WEST, JR., SECRETARY OF VETERANS AFFAIRS v. MICHAEL GIBSON",4/26/1999,,414,,8,60,1,32,,0,66,,27,,0,2,3,1,1,5,0,1,0,0,20400,2,2,0,4,,3,384,,110,103,1,5,4
7347,1998-075,1998-075-01,1998-075-01-01,1998-075-01-01-01,6/17/1999,1,527 U.S. 229,119 S. Ct. 1979,144 L. Ed. 2d 258,1999 U.S. LEXIS 4190,1998,1607,Rehnquist,98-369,"NATIONAL AERONAUTICS AND SPACE ADMINISTRATION, ETC., et al. v. FEDERAL LABOR RELATIONS AUTHORITY et al.",3/23/1999,,376,,347,,1,76,,0,31,,31,,0,2,9,2,1,2,0,0,0,0,70170,7,2,0,4,5,6,600,5 U.S.C. § 7114,103,103,1,5,4
7348,1998-076,1998-076-01,1998-076-01-01,1998-076-01-01-01,6/17/1999,1,527 U.S. 263,119 S. Ct. 1936,144 L. Ed. 2d 286,1999 U.S. LEXIS 4191,1998,1607,Rehnquist,98-5864,"TOMMY DAVID STRICKLER v. FRED W. GREENE, WARDEN",3/3/1999,,100,,28,55,1,,,0,126,,24,,0,11,4,1,1,2,0,0,0,0,10020,1,1,0,7,,,,,103,102,1,7,2
7350,1998-078,1998-078-01,1998-078-01-01,1998-078-01-01-01,6/21/1999,1,527 U.S. 343,119 S. Ct. 1998,144 L. Ed. 2d 347,1999 U.S. LEXIS 4204,1998,1607,Rehnquist,98-262,"BILL MARTIN, DIRECTOR, MICHIGAN DEPARTMENT OF CORRECTIONS, et al. v. EVERETT HADIX et al.",3/30/1999,,19,27,111,,1,,,0,81,,26,,0,2,6,2,1,6,0,1,0,0,60010,6,1,0,4,,6,600,42 U.S.C. § 1997,104,102,1,7,2
7351,1998-079,1998-079-01,1998-079-01-01,1998-079-01-01-01,6/21/1999,1,527 U.S. 373,119 S. Ct. 2090,144 L. Ed. 2d 370,1999 U.S. LEXIS 4201,1998,1607,Rehnquist,97-9361,LOUIS JONES v. UNITED STATES,2/22/1999,,126,,27,,1,,,0,120,,25,,0,12,2,1,1,2,0,0,0,0,10130,1,1,0,1,,2,221,,108,102,1,5,4
7353,1998-081,1998-081-01,1998-081-01-01,1998-081-01-01-01,6/21/1999,2,527 U.S. 465,119 S. Ct. 2013,144 L. Ed. 2d 442,1999 U.S. LEXIS 4200,1998,1607,Rehnquist,98-1062,MARYLAND v. KEVIN DARNELL DYSON,,,28,25,100,,1,,,0,302,25,301,25,0,12,3,2,1,3,0,1,0,0,10060,1,1,0,2,,2,205,,,102,1,7,0
7354,1998-082,1998-082-01,1998-082-01-01,1998-082-01-01-01,6/21/1999,2,527 U.S. 469,119 S. Ct. 1997,144 L. Ed. 2d 447,1999 U.S. LEXIS 4203,1998,1607,Rehnquist,98-8952,MARY KOEGEL FERTEL-RUST v. MILWAUKEE COUNTY MENTAL HEALTH CENTER et al.,,,212,,165,,5,,,0,,,,,0,1,,1,1,9,0,0,0,0,20360,2,1,0,4,,4,403,,,102,1,8,1
7356,1998-084,1998-084-01,1998-084-01-01,1998-084-01-01-01,6/22/1999,1,527 U.S. 516,119 S. Ct. 2133,144 L. Ed. 2d 484,1999 U.S. LEXIS 4370,1998,1607,Rehnquist,97-1992,VAUGHN L. MURPHY v. UNITED PARCEL SERVICE,4/27/1999,,145,,151,,1,,,0,72,,30,,0,12,2,1,1,2,0,0,0,0,20210,2,1,0,4,,3,300,,104,102,1,7,2
7357,1998-085,1998-085-01,1998-085-01-01,1998-085-01-01-01,6/22/1999,1,527 U.S. 526,119 S. Ct. 2118,144 L. Ed. 2d 494,1999 U.S. LEXIS 4372,1998,1607,Rehnquist,98-208,CAROLE KOLSTAD v. AMERICAN DENTAL ASSOCIATION,3/1/1999,,154,,165,,1,32,,0,55,,55,,1,2,2,1,1,5,0,0,0,0,20400,2,1,0,4,,3,319,,104,102,1,5,4
7358,1998-087,1998-087-01,1998-087-01-01,1998-087-01-01-01,6/22/1999,1,527 U.S. 555,119 S. Ct. 2162,144 L. Ed. 2d 518,1999 U.S. LEXIS 4369,1998,1607,Rehnquist,98-591,"ALBERTSON'S, INC. v. HALLIE KIRKINGBURG",4/28/1999,,151,,145,,1,,,0,108,,29,,1,12,4,2,1,3,0,1,0,0,20210,2,1,0,4,,3,300,,107,102,1,7,2
7359,1998-088,1998-088-01,1998-088-01-01,1998-088-01-01-01,6/22/1999,1,527 U.S. 581,119 S. Ct. 2176,144 L. Ed. 2d 540,1999 U.S. LEXIS 4368,1998,1607,Rehnquist,98-536,"TOMMY OLMSTEAD, COMMISSIONER, GEORGIA DEPARTMENT OF HUMAN RESOURCES, et al. v. L. C., BY JONATHAN ZIMRING, GUARDIAN AD LITEM AND NEXT FRIEND, et al.",4/21/1999,,19,13,229,,1,,,0,60,,31,,0,10,2,2,1,7,0,0,0,0,20210,2,2,0,4,,3,300,,109,103,1,6,3
7360,1998-089,1998-089-01,1998-089-01-01,1998-089-01-01-01,6/23/1999,1,527 U.S. 627,119 S. Ct. 2199,144 L. Ed. 2d 575,1999 U.S. LEXIS 4376,1998,1607,Rehnquist,98-531,FLORIDA PREPAID POSTSECONDARY EDUCATION EXPENSE BOARD v. COLLEGE SAVINGS BANK AND UNITED STATES,4/20/1999,,4,12,113,,1,,,0,92,,8,,0,12,2,2,2,4,0,1,0,0,100120,10,1,0,1,,6,600,35 U.S.C. § 271,102,102,1,5,4
7361,1998-090,1998-090-01,1998-090-01-01,1998-090-01-01-01,6/23/1999,1,527 U.S. 666,119 S. Ct. 2219,144 L. Ed. 2d 605,1999 U.S. LEXIS 4375,1998,1607,Rehnquist,98-149,COLLEGE SAVINGS BANK v. FLORIDA PREPAID POSTSECONDARY EDUCATION EXPENSE BOARD et al.,4/20/1999,,113,,4,12,1,,,0,92,,23,,0,12,2,1,2,2,0,0,1,0,100120,10,1,0,1,,6,600,15 U.S.C. § 1125,105,102,1,5,4
7362,1998-091,1998-091-01,1998-091-01-01,1998-091-01-01-01,6/23/1999,1,527 U.S. 706,119 S. Ct. 2240,144 L. Ed. 2d 636,1999 U.S. LEXIS 4374,1998,1607,Rehnquist,98-436,"JOHN H. ALDEN, et al. v. MAINE",3/31/1999,,8,23,28,23,1,,,0,302,23,300,23,0,6,2,1,2,2,0,0,0,0,100120,10,1,0,1,,2,224,,106,102,1,5,4
7363,1998-092,1998-092-01,1998-092-01-01,1998-092-01-01-01,6/23/1999,1,527 U.S. 815,119 S. Ct. 2295,144 L. Ed. 2d 715,1999 U.S. LEXIS 4373,1998,1607,Rehnquist,97-1704,"ESTEBAN ORTIZ, et al. v. FIBREBOARD CORPORATION, et al.",12/8/1998,,208,,184,,1,,,0,119,,25,,1,12,2,2,1,4,0,1,0,0,90110,9,1,0,4,,4,400,,107,102,1,7,2
7364,1998-093,1998-093-01,1998-093-01-01,1998-093-01-01-01,6/24/1999,2,527 U.S. 885,119 S. Ct. 2333,144 L. Ed. 2d 764,1999 U.S. LEXIS 4559,1998,1607,Rehnquist,98-9085,RONALD DWAYNE WHITFIELD v. TEXAS,,,212,,28,51,1,,,0,,,,,0,,,1,1,9,0,0,0,0,20360,2,1,0,4,,4,403,,,102,1,8,1
7365,1999-001,1999-001-01,1999-001-01-01,1999-001-01-01-01,1/12/2000,1,528 U.S. 167,120 S. Ct. 693,145 L. Ed. 2d 610,2000 U.S. LEXIS 501,1999,1607,Rehnquist,98-822,"FRIENDS OF THE EARTH, INCORPORATED, et al. v. LAIDLAW ENVIRONMENTAL SERVICES (TOC), INC.",10/12/1999,,150,,195,,1,117,48,0,114,,24,,0,2,5,1,1,4,0,1,0,0,90240,9,2,0,4,,3,338,,109,102,1,7,2
7366,1999-002,1999-002-01,1999-002-01-01,1999-002-01-01-01,10/12/1999,2,528 U.S. 1,120 S. Ct. 5,145 L. Ed. 2d 1,1999 U.S. LEXIS 6584,1999,1607,Rehnquist,98-9913,DONALD H. BRANCATO v. PRISCILLA F. GUNN et al.,,,212,,20,60,1,,,0,,,,,0,,,3,1,9,0,0,0,0,20360,2,1,0,4,,4,403,,,,1,8,1
7367,1999-003,1999-003-01,1999-003-01-01,1999-003-01-01-01,10/12/1999,2,528 U.S. 3,120 S. Ct. 4,145 L. Ed. 2d 4,1999 U.S. LEXIS 6585,1999,1607,Rehnquist,98-9933,MICHAEL C. ANTONELLI v. DALE CARIDINE et al.,,,212,,501,,1,,,0,,,,,0,,,3,1,9,0,0,0,0,20360,2,1,0,4,,4,403,,,,1,8,1
7368,1999-004,1999-004-01,1999-004-01-01,1999-004-01-01-01,10/12/1999,2,528 U.S. 5,120 S. Ct. 1,145 L. Ed. 2d 7,1999 U.S. LEXIS 6586,1999,1607,Rehnquist,99-5260,KEITH RUSSELL JUDD v. UNITED STATES DISTRICT COURT FOR THE WESTERN DISTRICT OF TEXAS et al.,,,212,,6,60,1,,,0,,,,,0,,,3,1,9,0,0,0,0,20360,2,1,0,4,,4,403,,,,1,8,1
7369,1999-005,1999-005-01,1999-005-01-01,1999-005-01-01-01,10/12/1999,2,528 U.S. 9,120 S. Ct. 3,145 L. Ed. 2d 13,1999 U.S. LEXIS 6589,1999,1607,Rehnquist,99-5316,ROBERT E. PRUNTY v. W. BROOKS et al.,,,212,,211,,1,,,0,,,,,0,,,3,1,9,0,0,0,0,20360,2,1,0,4,,4,403,,,,1,8,1
7370,1999-007,1999-007-01,1999-007-01-01,1999-007-01-01-01,10/18/1999,2,528 U.S. 11,120 S. Ct. 7,145 L. Ed. 2d 16,1999 U.S. LEXIS 6924,1999,1607,Rehnquist,98-8770,JAMES MICHAEL FLIPPO v. WEST VIRGINIA,,,100,,28,57,1,,,0,,,,,0,12,,1,1,4,0,1,0,0,10050,1,2,0,2,,2,205,,,,1,9,0
7371,1999-008,1999-008-01,1999-008-01-01,1999-008-01-01-01,10/18/1999,2,528 U.S. 16,120 S. Ct. 6,145 L. Ed. 2d 21,1999 U.S. LEXIS 6910,1999,1607,Rehnquist,99-5440,In re FREDERICK W. BAUER,,,212,,501,,8,,,0,,,,,0,1,,3,1,9,0,0,0,0,20360,2,1,0,2,,4,403,,,,1,8,1
7374,1999-011,1999-011-01,1999-011-01-01,1999-011-01-01-01,12/7/1999,1,528 U.S. 32,120 S. Ct. 483,145 L. Ed. 2d 451,1999 U.S. LEXIS 8239,1999,1607,Rehnquist,98-678,LOS ANGELES POLICE DEPARTMENT v. UNITED REPORTING PUBLISHING CORPORATION,10/13/1999,,3,6,220,,1,,,0,51,,29,,0,12,2,2,1,3,0,1,0,0,30020,3,1,0,2,,2,200,,102,102,1,7,2
7375,1999-012,1999-012-01,1999-012-01-01,1999-012-01-01-01,12/7/1999,1,528 U.S. 49,120 S. Ct. 474,145 L. Ed. 2d 466,1999 U.S. LEXIS 8238,1999,1607,Rehnquist,98-1101,"ROHN F. DRYE, JR., et al. v. UNITED STATES",11/8/1999,,240,,27,,1,,,0,46,,28,,0,2,2,2,1,2,0,0,0,0,120010,12,2,0,4,,3,345,,109,102,1,9,0
7376,1999-013,1999-013-01,1999-013-01-01,1999-013-01-01-01,1/11/2000,1,528 U.S. 62,120 S. Ct. 631,145 L. Ed. 2d 522,2000 U.S. LEXIS 498,1999,1607,Rehnquist,98-791,"J. DANIEL KIMEL, JR., et al. v. FLORIDA BOARD OF REGENTS, et al.",10/13/1999,,8,12,26,12,1,,,0,42,,31,,1,2,2,1,2,2,0,0,0,0,100120,10,1,0,1,4,3,302,,104,102,1,5,4
7377,1999-016,1999-016-01,1999-016-01-01,1999-016-01-01-01,1/11/2000,1,528 U.S. 110,120 S. Ct. 659,145 L. Ed. 2d 560,2000 U.S. LEXIS 497,1999,1607,Rehnquist,98-1299,NEW YORK v. MICHAEL HILL,11/2/1999,,28,37,215,,1,,,0,302,37,300,37,0,12,3,2,1,3,0,1,0,0,10350,1,1,0,4,,6,600,18 U.S.C.,105,102,1,9,0
7379,1999-018,1999-018-01,1999-018-01-01,1999-018-01-01-01,1/12/2000,1,528 U.S. 141,120 S. Ct. 666,145 L. Ed. 2d 587,2000 U.S. LEXIS 503,1999,1607,Rehnquist,98-1464,"JANET RENO, ATTORNEY GENERAL, et al. v. CHARLIE CONDON, ATTORNEY GENERAL OF SOUTH CAROLINA, et al.",11/10/1999,,1,,19,48,1,,,0,114,,24,,0,12,2,1,1,3,0,1,0,0,100120,10,2,0,1,7,6,600,18 U.S.C. § 2721,102,102,1,9,0
7380,1999-019,1999-019-01,1999-019-01-01,1999-019-01-01-01,1/12/2000,1,528 U.S. 152,120 S. Ct. 684,145 L. Ed. 2d 597,2000 U.S. LEXIS 502,1999,1607,Rehnquist,98-7809,"SALVADOR MARTINEZ v. COURT OF APPEAL OF CALIFORNIA, FOURTH APPELLATE DISTRICT",11/9/1999,,100,,6,6,1,,,0,302,6,301,6,0,5,9,1,1,2,0,0,0,0,10120,1,1,0,2,,2,214,,103,102,1,9,0
7381,1999-020,1999-020-01,1999-020-01-01,1999-020-01-01-01,1/12/2000,2,528 U.S. 216,120 S. Ct. 722,145 L. Ed. 2d 650,2000 U.S. LEXIS 505,1999,1607,Rehnquist,99-295,"ADARAND CONSTRUCTORS, INC. v. RODNEY SLATER, SECRETARY OF TRANSPORTATION, et al.",,,176,,329,,1,29,,0,52,,30,,0,12,9,1,1,4,0,1,0,0,90130,9,2,0,3,,,,,,102,1,9,0
7382,1999-021,1999-021-01,1999-021-01-01,1999-021-01-01-01,1/19/2000,1,528 U.S. 225,120 S. Ct. 727,145 L. Ed. 2d 727,2000 U.S. LEXIS 824,1999,1607,Rehnquist,99-5746,"LONNIE WEEKS, JR. v. RONALD J. ANGELONE, DIRECTOR, VIRGINIA DEPARTMENT OF CORRECTIONS",12/6/1999,,126,,28,55,1,,,0,126,,24,,0,12,9,1,1,2,0,0,0,0,10130,1,1,0,2,,2,221,,102,102,1,5,4
7383,1999-022,1999-022-01,1999-022-01-01,1999-022-01-01-01,1/19/2000,1,528 U.S. 250,120 S. Ct. 740,145 L. Ed. 2d 747,2000 U.S. LEXIS 822,1999,1607,Rehnquist,99-51,CARL T. C. GUTIERREZ AND MADELEINE Z. BORDALLO v. JOSEPH F. ADA AND FELIX P. CAMACHO,12/6/1999,,211,,251,,1,,,0,62,,29,,0,2,2,1,1,4,0,1,0,0,20010,2,2,0,4,,6,600,48 U.S.C. § 1421,107,102,1,9,0
7384,1999-023,1999-023-01,1999-023-01-01,1999-023-01-01-01,1/19/2000,1,528 U.S. 259,120 S. Ct. 746,145 L. Ed. 2d 756,2000 U.S. LEXIS 825,1999,1607,Rehnquist,98-1037,"GEORGE SMITH, WARDEN v. LEE ROBBINS",10/5/1999,,28,6,126,,1,,,0,48,,29,,0,12,2,2,1,4,0,1,0,0,20320,2,1,0,2,,2,230,,108,102,1,5,4
7385,1999-024,1999-024-01,1999-024-01-01,1999-024-01-01-01,1/19/2000,1,528 U.S. 304,120 S. Ct. 774,145 L. Ed. 2d 792,2000 U.S. LEXIS 821,1999,1607,Rehnquist,98-1255,UNITED STATES v. ABEL MARTINEZ-SALAZAR,11/29/1999,,27,,100,,1,,,0,45,,29,,0,2,3,2,1,3,0,1,0,0,10370,1,1,0,4,,4,401,,109,102,1,9,0
7386,1999-025,1999-025-01,1999-025-01-01,1999-025-01-01-01,1/24/2000,1,528 U.S. 320,120 S. Ct. 866,145 L. Ed. 2d 845,2000 U.S. LEXIS 993,1999,1607,Rehnquist,98-405,"JANET RENO, ATTORNEY GENERAL v. BOSSIER PARISH SCHOOL BOARD",4/26/1999,10/6/1999,1,,21,22,2,27,,0,55,,55,,0,1,2,1,1,2,0,0,0,0,20020,2,1,0,4,,3,378,,105,102,1,5,4
7387,1999-026,1999-026-01,1999-026-01-01,1999-026-01-01-01,1/24/2000,1,528 U.S. 377,120 S. Ct. 897,145 L. Ed. 2d 886,2000 U.S. LEXIS 826,1999,1607,Rehnquist,98-963,"JEREMIAH W. (JAY) NIXON, ATTORNEY GENERAL OF MISSOURI, et al. v. SHRINK MISSOURI GOVERNMENT PAC et al.",10/5/1999,,19,30,211,,1,,,0,86,,28,,0,10,4,1,1,4,0,1,0,0,30140,3,2,0,7,2,2,200,,107,102,1,6,3
7388,1999-027,1999-027-01,1999-027-01-01,1999-027-01-01-01,2/22/2000,1,528 U.S. 431,120 S. Ct. 1006,145 L. Ed. 2d 949,2000 U.S. LEXIS 1012,1999,1607,Rehnquist,98-1667,DAVID H. BARAL v. UNITED STATES,1/18/2000,,240,,27,,1,69,,0,55,,32,,0,4,2,2,1,2,0,0,0,0,120010,12,2,0,4,,3,345,,108,102,1,9,0
7389,1999-028,1999-028-01,1999-028-01-01,1999-028-01-01-01,2/22/2000,1,528 U.S. 440,120 S. Ct. 1011,145 L. Ed. 2d 958,2000 U.S. LEXIS 1011,1999,1607,Rehnquist,99-161,"CHAD WEISGRAM, et al. v. MARLEY COMPANY, et al.",1/18/2000,,208,,184,,1,,,0,101,,28,,1,2,2,1,1,2,0,0,0,0,80040,8,1,0,4,7,4,400,,109,102,1,9,0
